"site","date","channel_grouping","device","sum(sessions)"
Gros Tracteur Passion,"2023-04-30",Direct,tablet,6
Gros Tracteur Passion,"2023-04-30",Email,desktop,1
Gros Tracteur Passion,"2023-04-30",Email,mobile,5
Gros Tracteur Passion,"2023-04-30",Organic Search,desktop,549
Gros Tracteur Passion,"2023-04-30",Organic Search,mobile,1266
Gros Tracteur Passion,"2023-04-30",Organic Search,tablet,96
Gros Tracteur Passion,"2023-04-30",Referral,mobile,3
Gros Tracteur Passion,"2023-04-30",Social,mobile,16
Gros Tracteur Passion,"2023-05-01",Direct,desktop,74
Gros Tracteur Passion,"2023-05-01",Direct,mobile,142
Gros Tracteur Passion,"2023-05-01",Direct,tablet,8
Gros Tracteur Passion,"2023-05-01",Email,desktop,1
Gros Tracteur Passion,"2023-05-01",Email,mobile,2
Gros Tracteur Passion,"2023-05-01",Organic Search,desktop,629
Gros Tracteur Passion,"2023-05-01",Organic Search,mobile,1407
Gros Tracteur Passion,"2023-05-01",Organic Search,tablet,98
Gros Tracteur Passion,"2023-05-01",Referral,mobile,2
Gros Tracteur Passion,"2023-05-01",Social,mobile,7
Gros Tracteur Passion,"2023-05-01",Social,tablet,1
Gros Tracteur Passion,"2023-05-02",Direct,desktop,113
Gros Tracteur Passion,"2023-05-02",Direct,mobile,127
Gros Tracteur Passion,"2023-05-02",Direct,tablet,5
Gros Tracteur Passion,"2023-05-02",Email,desktop,10
Gros Tracteur Passion,"2023-05-02",Email,mobile,6
Gros Tracteur Passion,"2023-05-02",Organic Search,desktop,616
Gros Tracteur Passion,"2023-05-02",Organic Search,mobile,1285
Gros Tracteur Passion,"2023-05-02",Organic Search,tablet,67
Gros Tracteur Passion,"2023-05-02",Referral,desktop,3
Gros Tracteur Passion,"2023-05-02",Social,desktop,3
Gros Tracteur Passion,"2023-05-02",Social,mobile,19
Gros Tracteur Passion,"2023-05-03",Direct,desktop,97
Gros Tracteur Passion,"2023-05-03",Direct,mobile,146
Gros Tracteur Passion,"2023-05-03",Direct,tablet,9
Gros Tracteur Passion,"2023-05-03",Email,desktop,6
Gros Tracteur Passion,"2023-05-03",Email,mobile,7
Gros Tracteur Passion,"2023-05-03",Organic Search,desktop,586
Gros Tracteur Passion,"2023-05-03",Organic Search,mobile,1344
Gros Tracteur Passion,"2023-05-03",Organic Search,tablet,95
Gros Tracteur Passion,"2023-05-03",Referral,desktop,3
Gros Tracteur Passion,"2023-05-03",Social,desktop,1
Gros Tracteur Passion,"2023-05-03",Social,mobile,27
Gros Tracteur Passion,"2023-05-04",Direct,desktop,105
Gros Tracteur Passion,"2023-05-04",Direct,mobile,126
Gros Tracteur Passion,"2023-05-04",Direct,tablet,7
Gros Tracteur Passion,"2023-05-04",Email,desktop,20
Gros Tracteur Passion,"2023-05-04",Email,mobile,21
Gros Tracteur Passion,"2023-05-04",Organic Search,desktop,618
Gros Tracteur Passion,"2023-05-04",Organic Search,mobile,1337
Gros Tracteur Passion,"2023-05-04",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-05-04",Organic Search,tablet,74
Gros Tracteur Passion,"2023-05-04",Referral,desktop,3
Gros Tracteur Passion,"2023-05-04",Social,desktop,1
Gros Tracteur Passion,"2023-05-04",Social,mobile,22
Gros Tracteur Passion,"2023-05-04",Social,tablet,1
Gros Tracteur Passion,"2023-05-05",Direct,desktop,98
Gros Tracteur Passion,"2023-05-05",Direct,mobile,129
Gros Tracteur Passion,"2023-05-05",Direct,tablet,6
Gros Tracteur Passion,"2023-05-05",Email,desktop,11
Gros Tracteur Passion,"2023-05-05",Email,mobile,17
Gros Tracteur Passion,"2023-05-05",Email,tablet,1
Gros Tracteur Passion,"2023-05-05",Organic Search,desktop,621
Gros Tracteur Passion,"2023-05-05",Organic Search,mobile,1272
Gros Tracteur Passion,"2023-05-05",Organic Search,tablet,85
Gros Tracteur Passion,"2023-05-05",Referral,desktop,4
Gros Tracteur Passion,"2023-05-05",Social,desktop,1
Gros Tracteur Passion,"2023-05-05",Social,mobile,18
Gros Tracteur Passion,"2023-05-06",Direct,desktop,55
Gros Tracteur Passion,"2023-05-06",Direct,mobile,120
Gros Tracteur Passion,"2023-05-06",Direct,tablet,6
Gros Tracteur Passion,"2023-05-06",Email,desktop,3
Gros Tracteur Passion,"2023-05-06",Email,mobile,10
Gros Tracteur Passion,"2023-05-06",Organic Search,desktop,494
Gros Tracteur Passion,"2023-05-06",Organic Search,mobile,1346
Gros Tracteur Passion,"2023-05-06",Organic Search,tablet,63
Gros Tracteur Passion,"2023-05-06",Referral,desktop,3
Gros Tracteur Passion,"2023-05-06",Social,desktop,1
Gros Tracteur Passion,"2023-05-06",Social,mobile,9
Gros Tracteur Passion,"2023-05-06",Social,tablet,2
Gros Tracteur Passion,"2023-05-07",Direct,desktop,72
Gros Tracteur Passion,"2023-05-07",Direct,mobile,145
Gros Tracteur Passion,"2023-05-07",Direct,tablet,6
Gros Tracteur Passion,"2023-05-07",Email,desktop,3
Gros Tracteur Passion,"2023-05-07",Email,mobile,5
Gros Tracteur Passion,"2023-05-07",Organic Search,desktop,634
Gros Tracteur Passion,"2023-05-07",Organic Search,mobile,1395
Gros Tracteur Passion,"2023-05-07",Organic Search,tablet,112
Gros Tracteur Passion,"2023-05-07",Referral,desktop,5
Gros Tracteur Passion,"2023-05-07",Referral,mobile,1
Gros Tracteur Passion,"2023-05-07",Social,mobile,9
Gros Tracteur Passion,"2023-05-08",Direct,desktop,89
Gros Tracteur Passion,"2023-05-08",Direct,mobile,156
Gros Tracteur Passion,"2023-05-08",Direct,tablet,8
Gros Tracteur Passion,"2023-05-08",Email,desktop,1
Gros Tracteur Passion,"2023-05-08",Email,mobile,3
Gros Tracteur Passion,"2023-05-08",Organic Search,desktop,627
Gros Tracteur Passion,"2023-05-08",Organic Search,mobile,1409
Gros Tracteur Passion,"2023-05-08",Organic Search,tablet,107
Gros Tracteur Passion,"2023-05-08",Referral,desktop,1
Gros Tracteur Passion,"2023-05-08",Referral,mobile,1
Gros Tracteur Passion,"2023-05-08",Social,desktop,2
Gros Tracteur Passion,"2023-05-08",Social,mobile,2
Gros Tracteur Passion,"2023-05-08",Social,tablet,1
Gros Tracteur Passion,"2023-05-09",Direct,desktop,162
Gros Tracteur Passion,"2023-05-09",Direct,mobile,149
Gros Tracteur Passion,"2023-05-09",Direct,tablet,7
Gros Tracteur Passion,"2023-05-09",Email,desktop,5
Gros Tracteur Passion,"2023-05-09",Email,mobile,7
Gros Tracteur Passion,"2023-05-09",Organic Search,desktop,838
Gros Tracteur Passion,"2023-05-09",Organic Search,mobile,1443
Gros Tracteur Passion,"2023-05-09",Organic Search,tablet,108
Gros Tracteur Passion,"2023-05-09",Referral,desktop,5
Gros Tracteur Passion,"2023-05-09",Referral,mobile,2
Gros Tracteur Passion,"2023-05-09",Social,desktop,3
Gros Tracteur Passion,"2023-05-09",Social,mobile,12
Gros Tracteur Passion,"2023-05-09",Social,tablet,1
Gros Tracteur Passion,"2023-05-10",Direct,desktop,122
Gros Tracteur Passion,"2023-05-10",Direct,mobile,159
Gros Tracteur Passion,"2023-05-10",Direct,tablet,9
Gros Tracteur Passion,"2023-05-10",Email,desktop,31
Gros Tracteur Passion,"2023-05-10",Email,mobile,47
Gros Tracteur Passion,"2023-05-10",Organic Search,desktop,754
Gros Tracteur Passion,"2023-05-10",Organic Search,mobile,1498
Gros Tracteur Passion,"2023-05-10",Organic Search,tablet,84
Gros Tracteur Passion,"2023-05-10",Referral,desktop,4
Gros Tracteur Passion,"2023-05-10",Social,desktop,9
Gros Tracteur Passion,"2023-05-10",Social,mobile,55
Gros Tracteur Passion,"2023-05-10",Social,tablet,1
Gros Tracteur Passion,"2023-05-11",Direct,desktop,107
Gros Tracteur Passion,"2023-05-11",Direct,mobile,153
Gros Tracteur Passion,"2023-05-11",Direct,tablet,6
Gros Tracteur Passion,"2023-05-11",Email,desktop,39
Gros Tracteur Passion,"2023-05-11",Email,mobile,25
Gros Tracteur Passion,"2023-05-11",Email,tablet,2
Gros Tracteur Passion,"2023-05-11",Organic Search,desktop,678
Gros Tracteur Passion,"2023-05-11",Organic Search,mobile,1389
Gros Tracteur Passion,"2023-05-11",Organic Search,tablet,75
Gros Tracteur Passion,"2023-05-11",Referral,desktop,8
Gros Tracteur Passion,"2023-05-11",Social,desktop,1
Gros Tracteur Passion,"2023-05-11",Social,mobile,25
Gros Tracteur Passion,"2023-05-12",Direct,desktop,124
Gros Tracteur Passion,"2023-05-12",Direct,mobile,138
Gros Tracteur Passion,"2023-05-12",Direct,tablet,4
Gros Tracteur Passion,"2023-05-12",Email,desktop,15
Gros Tracteur Passion,"2023-05-12",Email,mobile,14
Gros Tracteur Passion,"2023-05-12",Organic Search,desktop,692
Gros Tracteur Passion,"2023-05-12",Organic Search,mobile,1339
Gros Tracteur Passion,"2023-05-12",Organic Search,tablet,78
Gros Tracteur Passion,"2023-05-12",Referral,desktop,1
Gros Tracteur Passion,"2023-05-12",Social,desktop,4
Gros Tracteur Passion,"2023-05-12",Social,mobile,43
Gros Tracteur Passion,"2023-05-13",Direct,desktop,63
Gros Tracteur Passion,"2023-05-13",Direct,mobile,130
Gros Tracteur Passion,"2023-05-13",Direct,smart tv,1
Gros Tracteur Passion,"2023-05-13",Direct,tablet,7
Gros Tracteur Passion,"2023-05-13",Email,desktop,6
Gros Tracteur Passion,"2023-05-13",Email,mobile,5
Gros Tracteur Passion,"2023-05-13",Organic Search,desktop,486
Gros Tracteur Passion,"2023-05-13",Organic Search,mobile,1272
Gros Tracteur Passion,"2023-05-13",Organic Search,tablet,90
Gros Tracteur Passion,"2023-05-13",Referral,desktop,1
Gros Tracteur Passion,"2023-05-13",Social,desktop,2
Gros Tracteur Passion,"2023-05-13",Social,mobile,21
Gros Tracteur Passion,"2023-05-14",Direct,desktop,82
Gros Tracteur Passion,"2023-05-14",Direct,mobile,129
Gros Tracteur Passion,"2023-05-14",Direct,tablet,7
Gros Tracteur Passion,"2023-05-14",Email,desktop,7
Gros Tracteur Passion,"2023-05-14",Email,mobile,2
Gros Tracteur Passion,"2023-05-14",Organic Search,desktop,616
Gros Tracteur Passion,"2023-05-14",Organic Search,mobile,1286
Gros Tracteur Passion,"2023-05-14",Organic Search,tablet,96
Gros Tracteur Passion,"2023-05-14",Referral,desktop,8
Gros Tracteur Passion,"2023-05-14",Referral,mobile,3
Gros Tracteur Passion,"2023-05-14",Social,mobile,6
Gros Tracteur Passion,"2023-05-15",Direct,desktop,143
Gros Tracteur Passion,"2023-05-15",Direct,mobile,133
Gros Tracteur Passion,"2023-05-15",Direct,tablet,5
Gros Tracteur Passion,"2023-05-15",Email,desktop,14
Gros Tracteur Passion,"2023-05-15",Email,mobile,6
Gros Tracteur Passion,"2023-05-15",Email,tablet,1
Gros Tracteur Passion,"2023-05-15",Organic Search,desktop,744
Gros Tracteur Passion,"2023-05-15",Organic Search,mobile,1402
Gros Tracteur Passion,"2023-05-15",Organic Search,tablet,90
Gros Tracteur Passion,"2023-05-15",Referral,desktop,3
Gros Tracteur Passion,"2023-05-15",Referral,mobile,3
Gros Tracteur Passion,"2023-05-15",Social,desktop,3
Gros Tracteur Passion,"2023-05-15",Social,mobile,14
Gros Tracteur Passion,"2023-05-16",Direct,desktop,112
Gros Tracteur Passion,"2023-05-16",Direct,mobile,141
Gros Tracteur Passion,"2023-05-16",Direct,tablet,8
Gros Tracteur Passion,"2023-05-16",Email,desktop,16
Gros Tracteur Passion,"2023-05-16",Email,mobile,26
Gros Tracteur Passion,"2023-05-16",Organic Search,desktop,729
Gros Tracteur Passion,"2023-05-16",Organic Search,mobile,1440
Gros Tracteur Passion,"2023-05-16",Organic Search,tablet,86
Gros Tracteur Passion,"2023-05-16",Referral,desktop,4
Gros Tracteur Passion,"2023-05-16",Social,desktop,3
Gros Tracteur Passion,"2023-05-16",Social,mobile,23
Gros Tracteur Passion,"2023-05-17",Direct,desktop,96
Gros Tracteur Passion,"2023-05-17",Direct,mobile,113
Gros Tracteur Passion,"2023-05-17",Direct,tablet,5
Gros Tracteur Passion,"2023-05-17",Email,desktop,11
Gros Tracteur Passion,"2023-05-17",Email,mobile,15
Gros Tracteur Passion,"2023-05-17",Email,tablet,2
Gros Tracteur Passion,"2023-05-17",Organic Search,desktop,576
Gros Tracteur Passion,"2023-05-17",Organic Search,mobile,1236
Gros Tracteur Passion,"2023-05-17",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-05-17",Organic Search,tablet,80
Gros Tracteur Passion,"2023-05-17",Referral,desktop,4
Gros Tracteur Passion,"2023-05-17",Social,desktop,1
Gros Tracteur Passion,"2023-05-17",Social,mobile,8
Gros Tracteur Passion,"2023-05-18",Direct,desktop,96
Gros Tracteur Passion,"2023-05-18",Direct,mobile,122
Gros Tracteur Passion,"2023-05-18",Direct,tablet,8
Gros Tracteur Passion,"2023-05-18",Email,desktop,6
Gros Tracteur Passion,"2023-05-18",Email,mobile,9
Gros Tracteur Passion,"2023-05-18",Organic Search,desktop,574
Gros Tracteur Passion,"2023-05-18",Organic Search,mobile,1530
Gros Tracteur Passion,"2023-05-18",Organic Search,tablet,100
Gros Tracteur Passion,"2023-05-18",Referral,desktop,2
Gros Tracteur Passion,"2023-05-18",Referral,mobile,2
Gros Tracteur Passion,"2023-05-18",Social,desktop,1
Gros Tracteur Passion,"2023-05-18",Social,mobile,8
Gros Tracteur Passion,"2023-05-19",Direct,desktop,71
Gros Tracteur Passion,"2023-05-19",Direct,mobile,113
Gros Tracteur Passion,"2023-05-19",Direct,tablet,4
Gros Tracteur Passion,"2023-05-19",Email,desktop,4
Gros Tracteur Passion,"2023-05-19",Email,mobile,3
Gros Tracteur Passion,"2023-05-19",Organic Search,desktop,509
Gros Tracteur Passion,"2023-05-19",Organic Search,mobile,1448
Gros Tracteur Passion,"2023-05-19",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-05-19",Organic Search,tablet,57
Gros Tracteur Passion,"2023-05-19",Referral,desktop,2
Gros Tracteur Passion,"2023-05-19",Social,desktop,2
Gros Tracteur Passion,"2023-05-19",Social,mobile,7
Gros Tracteur Passion,"2023-05-19",Social,tablet,1
Gros Tracteur Passion,"2023-05-20",Direct,desktop,52
Gros Tracteur Passion,"2023-05-20",Direct,mobile,120
Gros Tracteur Passion,"2023-05-20",Direct,tablet,7
Gros Tracteur Passion,"2023-05-20",Organic Search,desktop,503
Gros Tracteur Passion,"2023-05-20",Organic Search,mobile,1423
Gros Tracteur Passion,"2023-05-20",Organic Search,smart tv,2
Gros Tracteur Passion,"2023-05-20",Organic Search,tablet,82
Gros Tracteur Passion,"2023-05-20",Referral,desktop,1
Gros Tracteur Passion,"2023-05-20",Referral,mobile,1
Gros Tracteur Passion,"2023-05-20",Social,mobile,11
Gros Tracteur Passion,"2023-05-20",Social,tablet,1
Gros Tracteur Passion,"2023-05-21",Direct,desktop,74
Gros Tracteur Passion,"2023-05-21",Direct,mobile,155
Gros Tracteur Passion,"2023-05-21",Direct,tablet,7
Gros Tracteur Passion,"2023-05-21",Email,mobile,1
Gros Tracteur Passion,"2023-05-21",Organic Search,desktop,604
Gros Tracteur Passion,"2023-05-21",Organic Search,mobile,1479
Gros Tracteur Passion,"2023-05-21",Organic Search,tablet,107
Gros Tracteur Passion,"2023-05-21",Referral,desktop,5
Gros Tracteur Passion,"2023-05-21",Referral,mobile,1
Gros Tracteur Passion,"2023-05-21",Social,desktop,1
Gros Tracteur Passion,"2023-05-21",Social,mobile,1
Gros Tracteur Passion,"2023-05-22",Direct,desktop,101
Gros Tracteur Passion,"2023-05-22",Direct,mobile,128
Gros Tracteur Passion,"2023-05-22",Direct,tablet,10
Gros Tracteur Passion,"2023-05-22",Email,desktop,7
Gros Tracteur Passion,"2023-05-22",Email,mobile,9
Gros Tracteur Passion,"2023-05-22",Organic Search,desktop,734
Gros Tracteur Passion,"2023-05-22",Organic Search,mobile,1560
Gros Tracteur Passion,"2023-05-22",Organic Search,tablet,75
Gros Tracteur Passion,"2023-05-22",Referral,desktop,6
Gros Tracteur Passion,"2023-05-22",Social,mobile,16
Gros Tracteur Passion,"2023-05-23",Direct,desktop,107
Gros Tracteur Passion,"2023-05-23",Direct,mobile,151
Gros Tracteur Passion,"2023-05-23",Direct,tablet,5
Gros Tracteur Passion,"2023-05-23",Email,desktop,27
Gros Tracteur Passion,"2023-05-23",Email,mobile,15
Gros Tracteur Passion,"2023-05-23",Email,tablet,1
Gros Tracteur Passion,"2023-05-23",Organic Search,desktop,770
Gros Tracteur Passion,"2023-05-23",Organic Search,mobile,1563
Gros Tracteur Passion,"2023-05-23",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-05-23",Organic Search,tablet,63
Gros Tracteur Passion,"2023-05-23",Referral,desktop,10
Gros Tracteur Passion,"2023-05-23",Referral,mobile,3
Gros Tracteur Passion,"2023-05-23",Social,desktop,1
Gros Tracteur Passion,"2023-05-23",Social,mobile,17
Gros Tracteur Passion,"2023-05-24",Direct,desktop,102
Gros Tracteur Passion,"2023-05-24",Direct,mobile,149
Gros Tracteur Passion,"2023-05-24",Direct,tablet,6
Gros Tracteur Passion,"2023-05-24",Email,desktop,18
Gros Tracteur Passion,"2023-05-24",Email,mobile,12
Gros Tracteur Passion,"2023-05-24",Email,tablet,1
Gros Tracteur Passion,"2023-05-24",Organic Search,desktop,668
Gros Tracteur Passion,"2023-05-24",Organic Search,mobile,1550
Gros Tracteur Passion,"2023-05-24",Organic Search,tablet,84
Gros Tracteur Passion,"2023-05-24",Referral,desktop,7
Gros Tracteur Passion,"2023-05-24",Referral,tablet,1
Gros Tracteur Passion,"2023-05-24",Social,desktop,1
Gros Tracteur Passion,"2023-05-24",Social,mobile,29
Gros Tracteur Passion,"2023-05-25",Direct,desktop,104
Gros Tracteur Passion,"2023-05-25",Direct,mobile,155
Gros Tracteur Passion,"2023-05-25",Direct,tablet,5
Gros Tracteur Passion,"2023-05-25",Email,desktop,21
Gros Tracteur Passion,"2023-05-25",Email,mobile,36
Gros Tracteur Passion,"2023-05-25",Email,tablet,1
Gros Tracteur Passion,"2023-05-25",Organic Search,desktop,638
Gros Tracteur Passion,"2023-05-25",Organic Search,mobile,1389
Gros Tracteur Passion,"2023-05-25",Organic Search,tablet,83
Gros Tracteur Passion,"2023-05-25",Referral,desktop,6
Gros Tracteur Passion,"2023-05-25",Social,desktop,2
Gros Tracteur Passion,"2023-05-25",Social,mobile,121
Gros Tracteur Passion,"2023-05-25",Social,tablet,1
Gros Tracteur Passion,"2023-05-26",Direct,desktop,109
Gros Tracteur Passion,"2023-05-26",Direct,mobile,139
Gros Tracteur Passion,"2023-05-26",Direct,tablet,6
Gros Tracteur Passion,"2023-05-26",Email,desktop,24
Gros Tracteur Passion,"2023-05-26",Email,mobile,41
Gros Tracteur Passion,"2023-05-26",Email,tablet,3
Gros Tracteur Passion,"2023-05-26",Organic Search,desktop,578
Gros Tracteur Passion,"2023-05-26",Organic Search,mobile,1392
Gros Tracteur Passion,"2023-05-26",Organic Search,tablet,67
Gros Tracteur Passion,"2023-05-26",Referral,desktop,6
Gros Tracteur Passion,"2023-05-26",Social,desktop,1
Gros Tracteur Passion,"2023-05-26",Social,mobile,49
Gros Tracteur Passion,"2023-05-26",Social,tablet,1
Gros Tracteur Passion,"2023-05-27",Direct,desktop,57
Gros Tracteur Passion,"2023-05-27",Direct,mobile,160
Gros Tracteur Passion,"2023-05-27",Direct,tablet,9
Gros Tracteur Passion,"2023-05-27",Email,desktop,10
Gros Tracteur Passion,"2023-05-27",Email,mobile,19
Gros Tracteur Passion,"2023-05-27",Email,tablet,1
Gros Tracteur Passion,"2023-05-27",Googles News,mobile,6
Gros Tracteur Passion,"2023-05-27",Googles News,tablet,1
Gros Tracteur Passion,"2023-05-27",Organic Search,desktop,425
Gros Tracteur Passion,"2023-05-27",Organic Search,mobile,1422
Gros Tracteur Passion,"2023-05-27",Organic Search,tablet,83
Gros Tracteur Passion,"2023-05-27",Referral,mobile,1
Gros Tracteur Passion,"2023-05-27",Social,desktop,1
Gros Tracteur Passion,"2023-05-27",Social,mobile,20
Gros Tracteur Passion,"2023-05-27",Social,tablet,1
Gros Tracteur Passion,"2023-05-28",Direct,desktop,59
Gros Tracteur Passion,"2023-05-28",Direct,mobile,162
Gros Tracteur Passion,"2023-05-28",Direct,tablet,4
Gros Tracteur Passion,"2023-05-28",Email,desktop,8
Gros Tracteur Passion,"2023-05-28",Email,mobile,8
Gros Tracteur Passion,"2023-05-28",Organic Search,desktop,508
Gros Tracteur Passion,"2023-05-28",Organic Search,mobile,1479
Gros Tracteur Passion,"2023-05-28",Organic Search,tablet,103
Gros Tracteur Passion,"2023-05-28",Referral,desktop,1
Gros Tracteur Passion,"2023-05-28",Referral,mobile,1
Gros Tracteur Passion,"2023-05-28",Referral,tablet,1
Gros Tracteur Passion,"2023-05-28",Social,mobile,19
Gros Tracteur Passion,"2023-05-29",Direct,desktop,73
Gros Tracteur Passion,"2023-05-29",Direct,mobile,142
