"site","date","channel_grouping","device","sum(sessions)"
Gros Tracteur Passion,"2023-03-24",Organic Search,mobile,1311
Gros Tracteur Passion,"2023-03-24",Organic Search,tablet,71
Gros Tracteur Passion,"2023-03-24",Referral,desktop,3
Gros Tracteur Passion,"2023-03-24",Referral,mobile,1
Gros Tracteur Passion,"2023-03-24",Social,mobile,14
Gros Tracteur Passion,"2023-03-25",Direct,desktop,100
Gros Tracteur Passion,"2023-03-25",Direct,mobile,157
Gros Tracteur Passion,"2023-03-25",Direct,tablet,10
Gros Tracteur Passion,"2023-03-25",Email,desktop,8
Gros Tracteur Passion,"2023-03-25",Email,mobile,10
Gros Tracteur Passion,"2023-03-25",Googles News,mobile,1
Gros Tracteur Passion,"2023-03-25",Organic Search,desktop,606
Gros Tracteur Passion,"2023-03-25",Organic Search,mobile,1316
Gros Tracteur Passion,"2023-03-25",Organic Search,tablet,88
Gros Tracteur Passion,"2023-03-25",Referral,desktop,4
Gros Tracteur Passion,"2023-03-25",Social,desktop,1
Gros Tracteur Passion,"2023-03-25",Social,mobile,10
Gros Tracteur Passion,"2023-03-25",Social,tablet,1
Gros Tracteur Passion,"2023-03-26",Direct,desktop,74
Gros Tracteur Passion,"2023-03-26",Direct,mobile,147
Gros Tracteur Passion,"2023-03-26",Direct,tablet,10
Gros Tracteur Passion,"2023-03-26",Email,desktop,3
Gros Tracteur Passion,"2023-03-26",Email,mobile,7
Gros Tracteur Passion,"2023-03-26",Organic Search,desktop,718
Gros Tracteur Passion,"2023-03-26",Organic Search,mobile,1398
Gros Tracteur Passion,"2023-03-26",Organic Search,tablet,123
Gros Tracteur Passion,"2023-03-26",Referral,desktop,4
Gros Tracteur Passion,"2023-03-26",Social,desktop,3
Gros Tracteur Passion,"2023-03-26",Social,mobile,6
Gros Tracteur Passion,"2023-03-26",Social,tablet,2
Gros Tracteur Passion,"2023-03-27",Direct,desktop,169
Gros Tracteur Passion,"2023-03-27",Direct,mobile,171
Gros Tracteur Passion,"2023-03-27",Direct,tablet,9
Gros Tracteur Passion,"2023-03-27",Email,desktop,23
Gros Tracteur Passion,"2023-03-27",Email,mobile,33
Gros Tracteur Passion,"2023-03-27",Email,tablet,2
Gros Tracteur Passion,"2023-03-27",Organic Search,desktop,799
Gros Tracteur Passion,"2023-03-27",Organic Search,mobile,1238
Gros Tracteur Passion,"2023-03-27",Organic Search,tablet,99
Gros Tracteur Passion,"2023-03-27",Referral,desktop,8
Gros Tracteur Passion,"2023-03-27",Social,desktop,3
Gros Tracteur Passion,"2023-03-27",Social,mobile,42
Gros Tracteur Passion,"2023-03-28",Direct,desktop,137
Gros Tracteur Passion,"2023-03-28",Direct,mobile,131
Gros Tracteur Passion,"2023-03-28",Direct,tablet,9
Gros Tracteur Passion,"2023-03-28",Email,desktop,20
Gros Tracteur Passion,"2023-03-28",Email,mobile,26
Gros Tracteur Passion,"2023-03-28",Organic Search,desktop,703
Gros Tracteur Passion,"2023-03-28",Organic Search,mobile,1251
Gros Tracteur Passion,"2023-03-28",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-03-28",Organic Search,tablet,63
Gros Tracteur Passion,"2023-03-28",Referral,desktop,4
Gros Tracteur Passion,"2023-03-28",Social,desktop,5
Gros Tracteur Passion,"2023-03-28",Social,mobile,19
Gros Tracteur Passion,"2023-03-29",Direct,desktop,141
Gros Tracteur Passion,"2023-03-29",Direct,mobile,122
Gros Tracteur Passion,"2023-03-29",Direct,tablet,11
Gros Tracteur Passion,"2023-03-29",Email,desktop,19
Gros Tracteur Passion,"2023-03-29",Email,mobile,42
Gros Tracteur Passion,"2023-03-29",Email,tablet,2
Gros Tracteur Passion,"2023-03-29",Organic Search,desktop,728
Gros Tracteur Passion,"2023-03-29",Organic Search,mobile,1343
Gros Tracteur Passion,"2023-03-29",Organic Search,tablet,66
Gros Tracteur Passion,"2023-03-29",Referral,desktop,12
Gros Tracteur Passion,"2023-03-29",Referral,mobile,1
Gros Tracteur Passion,"2023-03-29",Social,desktop,4
Gros Tracteur Passion,"2023-03-29",Social,mobile,15
Gros Tracteur Passion,"2023-03-30",Direct,desktop,124
Gros Tracteur Passion,"2023-03-30",Direct,mobile,145
Gros Tracteur Passion,"2023-03-30",Direct,tablet,8
Gros Tracteur Passion,"2023-03-30",Email,desktop,17
Gros Tracteur Passion,"2023-03-30",Email,mobile,26
Gros Tracteur Passion,"2023-03-30",Email,tablet,2
Gros Tracteur Passion,"2023-03-30",Organic Search,desktop,737
Gros Tracteur Passion,"2023-03-30",Organic Search,mobile,1379
Gros Tracteur Passion,"2023-03-30",Organic Search,tablet,81
Gros Tracteur Passion,"2023-03-30",Referral,desktop,3
Gros Tracteur Passion,"2023-03-30",Social,desktop,2
Gros Tracteur Passion,"2023-03-30",Social,mobile,16
Gros Tracteur Passion,"2023-03-31",Direct,desktop,115
Gros Tracteur Passion,"2023-03-31",Direct,mobile,147
Gros Tracteur Passion,"2023-03-31",Direct,tablet,6
Gros Tracteur Passion,"2023-03-31",Email,desktop,21
Gros Tracteur Passion,"2023-03-31",Email,mobile,22
Gros Tracteur Passion,"2023-03-31",Organic Search,desktop,766
Gros Tracteur Passion,"2023-03-31",Organic Search,mobile,1339
Gros Tracteur Passion,"2023-03-31",Organic Search,tablet,94
Gros Tracteur Passion,"2023-03-31",Referral,desktop,3
Gros Tracteur Passion,"2023-03-31",Referral,mobile,1
Gros Tracteur Passion,"2023-03-31",Social,desktop,4
Gros Tracteur Passion,"2023-03-31",Social,mobile,42
Gros Tracteur Passion,"2023-03-31",Social,tablet,2
Gros Tracteur Passion,"2023-04-01",Direct,desktop,87
Gros Tracteur Passion,"2023-04-01",Direct,mobile,150
Gros Tracteur Passion,"2023-04-01",Direct,tablet,8
Gros Tracteur Passion,"2023-04-01",Email,desktop,5
Gros Tracteur Passion,"2023-04-01",Email,mobile,7
Gros Tracteur Passion,"2023-04-01",Email,tablet,1
Gros Tracteur Passion,"2023-04-01",Organic Search,desktop,642
Gros Tracteur Passion,"2023-04-01",Organic Search,mobile,1412
Gros Tracteur Passion,"2023-04-01",Organic Search,tablet,98
Gros Tracteur Passion,"2023-04-01",Referral,desktop,5
Gros Tracteur Passion,"2023-04-01",Referral,mobile,2
Gros Tracteur Passion,"2023-04-01",Social,mobile,19
Gros Tracteur Passion,"2023-04-01",Social,tablet,1
Gros Tracteur Passion,"2023-04-02",Direct,desktop,84
Gros Tracteur Passion,"2023-04-02",Direct,mobile,182
Gros Tracteur Passion,"2023-04-02",Direct,tablet,11
Gros Tracteur Passion,"2023-04-02",Email,desktop,2
Gros Tracteur Passion,"2023-04-02",Email,mobile,8
Gros Tracteur Passion,"2023-04-02",Email,tablet,2
Gros Tracteur Passion,"2023-04-02",Organic Search,desktop,755
Gros Tracteur Passion,"2023-04-02",Organic Search,mobile,1437
Gros Tracteur Passion,"2023-04-02",Organic Search,tablet,127
Gros Tracteur Passion,"2023-04-02",Referral,desktop,5
Gros Tracteur Passion,"2023-04-02",Social,mobile,8
Gros Tracteur Passion,"2023-04-03",Direct,desktop,149
Gros Tracteur Passion,"2023-04-03",Direct,mobile,153
Gros Tracteur Passion,"2023-04-03",Direct,tablet,10
Gros Tracteur Passion,"2023-04-03",Email,desktop,1
Gros Tracteur Passion,"2023-04-03",Email,mobile,2
Gros Tracteur Passion,"2023-04-03",Organic Search,desktop,736
Gros Tracteur Passion,"2023-04-03",Organic Search,mobile,1282
Gros Tracteur Passion,"2023-04-03",Organic Search,tablet,84
Gros Tracteur Passion,"2023-04-03",Referral,desktop,8
Gros Tracteur Passion,"2023-04-03",Referral,mobile,1
Gros Tracteur Passion,"2023-04-03",Social,desktop,2
Gros Tracteur Passion,"2023-04-03",Social,mobile,16
Gros Tracteur Passion,"2023-04-04",Direct,desktop,143
Gros Tracteur Passion,"2023-04-04",Direct,mobile,140
Gros Tracteur Passion,"2023-04-04",Direct,tablet,6
Gros Tracteur Passion,"2023-04-04",Email,desktop,11
Gros Tracteur Passion,"2023-04-04",Email,mobile,20
Gros Tracteur Passion,"2023-04-04",Email,tablet,1
Gros Tracteur Passion,"2023-04-04",Organic Search,desktop,677
Gros Tracteur Passion,"2023-04-04",Organic Search,mobile,1256
Gros Tracteur Passion,"2023-04-04",Organic Search,tablet,77
Gros Tracteur Passion,"2023-04-04",Referral,desktop,9
Gros Tracteur Passion,"2023-04-04",Social,desktop,2
Gros Tracteur Passion,"2023-04-04",Social,mobile,60
Gros Tracteur Passion,"2023-04-04",Social,tablet,1
Gros Tracteur Passion,"2023-04-05",Direct,desktop,108
Gros Tracteur Passion,"2023-04-05",Direct,mobile,120
Gros Tracteur Passion,"2023-04-05",Direct,tablet,13
Gros Tracteur Passion,"2023-04-05",Email,desktop,8
Gros Tracteur Passion,"2023-04-05",Email,mobile,8
Gros Tracteur Passion,"2023-04-05",Organic Search,desktop,642
Gros Tracteur Passion,"2023-04-05",Organic Search,mobile,1353
Gros Tracteur Passion,"2023-04-05",Organic Search,tablet,61
Gros Tracteur Passion,"2023-04-05",Referral,desktop,5
Gros Tracteur Passion,"2023-04-05",Referral,mobile,1
Gros Tracteur Passion,"2023-04-05",Social,desktop,2
Gros Tracteur Passion,"2023-04-05",Social,mobile,22
Gros Tracteur Passion,"2023-04-06",Direct,desktop,128
Gros Tracteur Passion,"2023-04-06",Direct,mobile,145
Gros Tracteur Passion,"2023-04-06",Direct,tablet,4
Gros Tracteur Passion,"2023-04-06",Email,desktop,10
Gros Tracteur Passion,"2023-04-06",Email,mobile,20
Gros Tracteur Passion,"2023-04-06",Email,tablet,1
Gros Tracteur Passion,"2023-04-06",Organic Search,desktop,682
Gros Tracteur Passion,"2023-04-06",Organic Search,mobile,1335
Gros Tracteur Passion,"2023-04-06",Organic Search,tablet,75
Gros Tracteur Passion,"2023-04-06",Referral,desktop,5
Gros Tracteur Passion,"2023-04-06",Social,desktop,2
Gros Tracteur Passion,"2023-04-06",Social,mobile,23
Gros Tracteur Passion,"2023-04-07",Direct,desktop,122
Gros Tracteur Passion,"2023-04-07",Direct,mobile,136
Gros Tracteur Passion,"2023-04-07",Direct,tablet,7
Gros Tracteur Passion,"2023-04-07",Email,desktop,17
Gros Tracteur Passion,"2023-04-07",Email,mobile,11
Gros Tracteur Passion,"2023-04-07",Email,tablet,1
Gros Tracteur Passion,"2023-04-07",Googles News,mobile,1
Gros Tracteur Passion,"2023-04-07",Organic Search,desktop,586
Gros Tracteur Passion,"2023-04-07",Organic Search,mobile,1258
Gros Tracteur Passion,"2023-04-07",Organic Search,tablet,74
Gros Tracteur Passion,"2023-04-07",Referral,desktop,1
Gros Tracteur Passion,"2023-04-07",Social,desktop,2
Gros Tracteur Passion,"2023-04-07",Social,mobile,11
Gros Tracteur Passion,"2023-04-08",Direct,desktop,74
Gros Tracteur Passion,"2023-04-08",Direct,mobile,133
Gros Tracteur Passion,"2023-04-08",Direct,tablet,5
Gros Tracteur Passion,"2023-04-08",Email,desktop,3
Gros Tracteur Passion,"2023-04-08",Email,mobile,10
Gros Tracteur Passion,"2023-04-08",Organic Search,desktop,418
Gros Tracteur Passion,"2023-04-08",Organic Search,mobile,1229
Gros Tracteur Passion,"2023-04-08",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-04-08",Organic Search,tablet,79
Gros Tracteur Passion,"2023-04-08",Referral,desktop,3
Gros Tracteur Passion,"2023-04-08",Social,desktop,3
Gros Tracteur Passion,"2023-04-08",Social,mobile,8
Gros Tracteur Passion,"2023-04-09",Direct,desktop,62
Gros Tracteur Passion,"2023-04-09",Direct,mobile,120
Gros Tracteur Passion,"2023-04-09",Direct,tablet,6
Gros Tracteur Passion,"2023-04-09",Email,desktop,1
Gros Tracteur Passion,"2023-04-09",Email,mobile,1
Gros Tracteur Passion,"2023-04-09",Organic Search,desktop,485
Gros Tracteur Passion,"2023-04-09",Organic Search,mobile,1269
Gros Tracteur Passion,"2023-04-09",Organic Search,tablet,82
Gros Tracteur Passion,"2023-04-09",Referral,desktop,2
Gros Tracteur Passion,"2023-04-09",Social,mobile,4
Gros Tracteur Passion,"2023-04-10",Direct,desktop,87
Gros Tracteur Passion,"2023-04-10",Direct,mobile,153
Gros Tracteur Passion,"2023-04-10",Direct,tablet,7
Gros Tracteur Passion,"2023-04-10",Email,desktop,3
Gros Tracteur Passion,"2023-04-10",Email,mobile,2
Gros Tracteur Passion,"2023-04-10",Organic Search,desktop,676
Gros Tracteur Passion,"2023-04-10",Organic Search,mobile,1416
Gros Tracteur Passion,"2023-04-10",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-04-10",Organic Search,tablet,99
Gros Tracteur Passion,"2023-04-10",Referral,desktop,4
Gros Tracteur Passion,"2023-04-10",Referral,mobile,1
Gros Tracteur Passion,"2023-04-10",Social,desktop,1
Gros Tracteur Passion,"2023-04-11",Direct,desktop,129
Gros Tracteur Passion,"2023-04-11",Direct,mobile,156
Gros Tracteur Passion,"2023-04-11",Direct,tablet,7
Gros Tracteur Passion,"2023-04-11",Email,desktop,23
Gros Tracteur Passion,"2023-04-11",Email,mobile,30
Gros Tracteur Passion,"2023-04-11",Email,tablet,1
Gros Tracteur Passion,"2023-04-11",Organic Search,desktop,721
Gros Tracteur Passion,"2023-04-11",Organic Search,mobile,1392
Gros Tracteur Passion,"2023-04-11",Organic Search,tablet,97
Gros Tracteur Passion,"2023-04-11",Referral,desktop,1
Gros Tracteur Passion,"2023-04-11",Social,desktop,2
Gros Tracteur Passion,"2023-04-11",Social,mobile,180
Gros Tracteur Passion,"2023-04-11",Social,tablet,3
Gros Tracteur Passion,"2023-04-12",Direct,desktop,136
Gros Tracteur Passion,"2023-04-12",Direct,mobile,162
Gros Tracteur Passion,"2023-04-12",Direct,smart tv,3
Gros Tracteur Passion,"2023-04-12",Direct,tablet,9
Gros Tracteur Passion,"2023-04-12",Email,desktop,31
Gros Tracteur Passion,"2023-04-12",Email,mobile,42
Gros Tracteur Passion,"2023-04-12",Email,tablet,2
Gros Tracteur Passion,"2023-04-12",Googles News,mobile,1
Gros Tracteur Passion,"2023-04-12",Organic Search,desktop,834
Gros Tracteur Passion,"2023-04-12",Organic Search,mobile,1489
Gros Tracteur Passion,"2023-04-12",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-04-12",Organic Search,tablet,106
Gros Tracteur Passion,"2023-04-12",Referral,desktop,6
Gros Tracteur Passion,"2023-04-12",Referral,mobile,1
Gros Tracteur Passion,"2023-04-12",Social,desktop,4
Gros Tracteur Passion,"2023-04-12",Social,mobile,45
Gros Tracteur Passion,"2023-04-12",Social,tablet,1
Gros Tracteur Passion,"2023-04-13",Direct,desktop,86
Gros Tracteur Passion,"2023-04-13",Direct,mobile,155
Gros Tracteur Passion,"2023-04-13",Direct,tablet,5
Gros Tracteur Passion,"2023-04-13",Email,desktop,26
Gros Tracteur Passion,"2023-04-13",Email,mobile,37
Gros Tracteur Passion,"2023-04-13",Email,tablet,1
Gros Tracteur Passion,"2023-04-13",Organic Search,desktop,780
Gros Tracteur Passion,"2023-04-13",Organic Search,mobile,1388
Gros Tracteur Passion,"2023-04-13",Organic Search,tablet,93
Gros Tracteur Passion,"2023-04-13",Referral,desktop,4
Gros Tracteur Passion,"2023-04-13",Social,desktop,1
Gros Tracteur Passion,"2023-04-13",Social,mobile,22
Gros Tracteur Passion,"2023-04-14",Direct,desktop,120
Gros Tracteur Passion,"2023-04-14",Direct,mobile,146
Gros Tracteur Passion,"2023-04-14",Direct,tablet,6
Gros Tracteur Passion,"2023-04-14",Email,desktop,21
Gros Tracteur Passion,"2023-04-14",Email,mobile,11
Gros Tracteur Passion,"2023-04-14",Organic Search,desktop,779
Gros Tracteur Passion,"2023-04-14",Organic Search,mobile,1307
Gros Tracteur Passion,"2023-04-14",Organic Search,tablet,88
Gros Tracteur Passion,"2023-04-14",Referral,desktop,5
Gros Tracteur Passion,"2023-04-14",Referral,mobile,1
Gros Tracteur Passion,"2023-04-14",Referral,tablet,2
Gros Tracteur Passion,"2023-04-14",Social,desktop,1
Gros Tracteur Passion,"2023-04-14",Social,mobile,22
Gros Tracteur Passion,"2023-04-15",Direct,desktop,67
Gros Tracteur Passion,"2023-04-15",Direct,mobile,133
Gros Tracteur Passion,"2023-04-15",Direct,tablet,6
Gros Tracteur Passion,"2023-04-15",Email,desktop,4
Gros Tracteur Passion,"2023-04-15",Email,mobile,8
Gros Tracteur Passion,"2023-04-15",Organic Search,desktop,614
Gros Tracteur Passion,"2023-04-15",Organic Search,mobile,1361
Gros Tracteur Passion,"2023-04-15",Organic Search,tablet,113
Gros Tracteur Passion,"2023-04-15",Referral,desktop,1
Gros Tracteur Passion,"2023-04-15",Referral,mobile,1
Gros Tracteur Passion,"2023-04-15",Social,desktop,2
Gros Tracteur Passion,"2023-04-15",Social,mobile,12
Gros Tracteur Passion,"2023-04-16",Direct,desktop,76
Gros Tracteur Passion,"2023-04-16",Direct,mobile,128
Gros Tracteur Passion,"2023-04-16",Direct,tablet,10
Gros Tracteur Passion,"2023-04-16",Email,desktop,8
Gros Tracteur Passion,"2023-04-16",Email,mobile,3
Gros Tracteur Passion,"2023-04-16",Organic Search,desktop,578
Gros Tracteur Passion,"2023-04-16",Organic Search,mobile,1379
Gros Tracteur Passion,"2023-04-16",Organic Search,tablet,103
Gros Tracteur Passion,"2023-04-16",Referral,mobile,5
Gros Tracteur Passion,"2023-04-16",Social,mobile,8
Gros Tracteur Passion,"2023-04-17",Direct,desktop,142
Gros Tracteur Passion,"2023-04-17",Direct,mobile,138
Gros Tracteur Passion,"2023-04-17",Direct,smart tv,1
Gros Tracteur Passion,"2023-04-17",Direct,tablet,7
Gros Tracteur Passion,"2023-04-17",Email,desktop,14
Gros Tracteur Passion,"2023-04-17",Email,mobile,7
Gros Tracteur Passion,"2023-04-17",Email,tablet,1
Gros Tracteur Passion,"2023-04-17",Organic Search,desktop,613
Gros Tracteur Passion,"2023-04-17",Organic Search,mobile,1322
Gros Tracteur Passion,"2023-04-17",Organic Search,tablet,81
Gros Tracteur Passion,"2023-04-17",Referral,desktop,2
Gros Tracteur Passion,"2023-04-17",Social,desktop,1
Gros Tracteur Passion,"2023-04-17",Social,mobile,20
Gros Tracteur Passion,"2023-04-17",Social,tablet,1
Gros Tracteur Passion,"2023-04-18",Direct,desktop,127
Gros Tracteur Passion,"2023-04-18",Direct,mobile,159
Gros Tracteur Passion,"2023-04-18",Direct,tablet,5
Gros Tracteur Passion,"2023-04-18",Email,desktop,16
Gros Tracteur Passion,"2023-04-18",Email,mobile,14
Gros Tracteur Passion,"2023-04-18",Organic Search,desktop,660
Gros Tracteur Passion,"2023-04-18",Organic Search,mobile,1319
Gros Tracteur Passion,"2023-04-18",Organic Search,tablet,56
Gros Tracteur Passion,"2023-04-18",Referral,desktop,2
Gros Tracteur Passion,"2023-04-18",Referral,mobile,2
Gros Tracteur Passion,"2023-04-18",Social,desktop,4
Gros Tracteur Passion,"2023-04-18",Social,mobile,23
Gros Tracteur Passion,"2023-04-19",Direct,desktop,109
Gros Tracteur Passion,"2023-04-19",Direct,mobile,125
Gros Tracteur Passion,"2023-04-19",Direct,tablet,7
Gros Tracteur Passion,"2023-04-19",Email,desktop,8
Gros Tracteur Passion,"2023-04-19",Email,mobile,15
Gros Tracteur Passion,"2023-04-19",Email,tablet,1
Gros Tracteur Passion,"2023-04-19",Organic Search,desktop,592
Gros Tracteur Passion,"2023-04-19",Organic Search,mobile,1341
Gros Tracteur Passion,"2023-04-19",Organic Search,tablet,70
Gros Tracteur Passion,"2023-04-19",Referral,desktop,3
Gros Tracteur Passion,"2023-04-19",Referral,mobile,1
Gros Tracteur Passion,"2023-04-19",Social,desktop,1
Gros Tracteur Passion,"2023-04-19",Social,mobile,12
Gros Tracteur Passion,"2023-04-20",Direct,desktop,110
Gros Tracteur Passion,"2023-04-20",Direct,mobile,154
Gros Tracteur Passion,"2023-04-20",Direct,smart tv,1
Gros Tracteur Passion,"2023-04-20",Direct,tablet,9
Gros Tracteur Passion,"2023-04-20",Email,desktop,17
Gros Tracteur Passion,"2023-04-20",Email,mobile,18
Gros Tracteur Passion,"2023-04-20",Organic Search,desktop,623
Gros Tracteur Passion,"2023-04-20",Organic Search,mobile,1366
Gros Tracteur Passion,"2023-04-20",Organic Search,tablet,76
Gros Tracteur Passion,"2023-04-20",Referral,desktop,2
Gros Tracteur Passion,"2023-04-20",Social,desktop,1
Gros Tracteur Passion,"2023-04-20",Social,mobile,18
Gros Tracteur Passion,"2023-04-21",Direct,desktop,120
Gros Tracteur Passion,"2023-04-21",Direct,mobile,149
Gros Tracteur Passion,"2023-04-21",Direct,tablet,5
Gros Tracteur Passion,"2023-04-21",Email,desktop,17
Gros Tracteur Passion,"2023-04-21",Email,mobile,12
Gros Tracteur Passion,"2023-04-21",Email,tablet,1
Gros Tracteur Passion,"2023-04-21",Organic Search,desktop,627
Gros Tracteur Passion,"2023-04-21",Organic Search,mobile,1317
Gros Tracteur Passion,"2023-04-21",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-04-21",Organic Search,tablet,71
Gros Tracteur Passion,"2023-04-21",Referral,desktop,5
Gros Tracteur Passion,"2023-04-21",Referral,mobile,2
Gros Tracteur Passion,"2023-04-21",Social,desktop,2
Gros Tracteur Passion,"2023-04-21",Social,mobile,70
Gros Tracteur Passion,"2023-04-21",Social,tablet,1
Gros Tracteur Passion,"2023-04-22",Direct,desktop,70
Gros Tracteur Passion,"2023-04-22",Direct,mobile,143
Gros Tracteur Passion,"2023-04-22",Direct,tablet,6
Gros Tracteur Passion,"2023-04-22",Email,desktop,11
Gros Tracteur Passion,"2023-04-22",Email,mobile,10
Gros Tracteur Passion,"2023-04-22",Email,tablet,1
Gros Tracteur Passion,"2023-04-22",Organic Search,desktop,645
Gros Tracteur Passion,"2023-04-22",Organic Search,mobile,1430
Gros Tracteur Passion,"2023-04-22",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-04-22",Organic Search,tablet,107
Gros Tracteur Passion,"2023-04-22",Referral,desktop,1
Gros Tracteur Passion,"2023-04-22",Referral,mobile,1
Gros Tracteur Passion,"2023-04-22",Social,desktop,2
Gros Tracteur Passion,"2023-04-22",Social,mobile,28
Gros Tracteur Passion,"2023-04-22",Social,tablet,2
Gros Tracteur Passion,"2023-04-23",Direct,desktop,72
Gros Tracteur Passion,"2023-04-23",Direct,mobile,154
Gros Tracteur Passion,"2023-04-23",Direct,tablet,7
Gros Tracteur Passion,"2023-04-23",Email,desktop,7
Gros Tracteur Passion,"2023-04-23",Email,mobile,6
Gros Tracteur Passion,"2023-04-23",Organic Search,desktop,747
Gros Tracteur Passion,"2023-04-23",Organic Search,mobile,1540
Gros Tracteur Passion,"2023-04-23",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-04-23",Organic Search,tablet,116
Gros Tracteur Passion,"2023-04-23",Referral,desktop,1
Gros Tracteur Passion,"2023-04-23",Referral,mobile,2
Gros Tracteur Passion,"2023-04-23",Referral,tablet,1
Gros Tracteur Passion,"2023-04-23",Social,desktop,1
Gros Tracteur Passion,"2023-04-23",Social,mobile,9
Gros Tracteur Passion,"2023-04-24",Direct,desktop,133
Gros Tracteur Passion,"2023-04-24",Direct,mobile,146
Gros Tracteur Passion,"2023-04-24",Direct,tablet,8
Gros Tracteur Passion,"2023-04-24",Email,desktop,11
Gros Tracteur Passion,"2023-04-24",Email,mobile,8
Gros Tracteur Passion,"2023-04-24",Organic Search,desktop,722
Gros Tracteur Passion,"2023-04-24",Organic Search,mobile,1452
Gros Tracteur Passion,"2023-04-24",Organic Search,tablet,84
Gros Tracteur Passion,"2023-04-24",Referral,desktop,2
Gros Tracteur Passion,"2023-04-24",Referral,mobile,2
Gros Tracteur Passion,"2023-04-24",Social,desktop,1
Gros Tracteur Passion,"2023-04-24",Social,mobile,19
Gros Tracteur Passion,"2023-04-25",Direct,desktop,126
Gros Tracteur Passion,"2023-04-25",Direct,mobile,157
Gros Tracteur Passion,"2023-04-25",Direct,tablet,7
Gros Tracteur Passion,"2023-04-25",Email,desktop,24
Gros Tracteur Passion,"2023-04-25",Email,mobile,16
Gros Tracteur Passion,"2023-04-25",Organic Search,desktop,743
Gros Tracteur Passion,"2023-04-25",Organic Search,mobile,1348
Gros Tracteur Passion,"2023-04-25",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-04-25",Organic Search,tablet,73
Gros Tracteur Passion,"2023-04-25",Referral,mobile,2
Gros Tracteur Passion,"2023-04-25",Social,desktop,3
Gros Tracteur Passion,"2023-04-25",Social,mobile,25
Gros Tracteur Passion,"2023-04-26",Direct,desktop,113
Gros Tracteur Passion,"2023-04-26",Direct,mobile,182
Gros Tracteur Passion,"2023-04-26",Direct,tablet,8
Gros Tracteur Passion,"2023-04-26",Email,desktop,16
Gros Tracteur Passion,"2023-04-26",Email,mobile,13
Gros Tracteur Passion,"2023-04-26",Googles News,desktop,2
Gros Tracteur Passion,"2023-04-26",Googles News,mobile,4
Gros Tracteur Passion,"2023-04-26",Organic Search,desktop,641
Gros Tracteur Passion,"2023-04-26",Organic Search,mobile,1336
Gros Tracteur Passion,"2023-04-26",Organic Search,tablet,80
Gros Tracteur Passion,"2023-04-26",Referral,desktop,5
Gros Tracteur Passion,"2023-04-26",Social,mobile,17
Gros Tracteur Passion,"2023-04-27",Direct,desktop,102
Gros Tracteur Passion,"2023-04-27",Direct,mobile,146
Gros Tracteur Passion,"2023-04-27",Direct,tablet,4
Gros Tracteur Passion,"2023-04-27",Email,desktop,12
Gros Tracteur Passion,"2023-04-27",Email,mobile,20
Gros Tracteur Passion,"2023-04-27",Email,tablet,1
Gros Tracteur Passion,"2023-04-27",Organic Search,desktop,588
Gros Tracteur Passion,"2023-04-27",Organic Search,mobile,1320
Gros Tracteur Passion,"2023-04-27",Organic Search,tablet,73
Gros Tracteur Passion,"2023-04-27",Referral,desktop,5
Gros Tracteur Passion,"2023-04-27",Social,desktop,1
Gros Tracteur Passion,"2023-04-27",Social,mobile,84
Gros Tracteur Passion,"2023-04-28",Direct,desktop,103
Gros Tracteur Passion,"2023-04-28",Direct,mobile,141
Gros Tracteur Passion,"2023-04-28",Direct,tablet,9
Gros Tracteur Passion,"2023-04-28",Email,desktop,20
Gros Tracteur Passion,"2023-04-28",Email,mobile,36
Gros Tracteur Passion,"2023-04-28",Email,tablet,2
Gros Tracteur Passion,"2023-04-28",Organic Search,desktop,582
Gros Tracteur Passion,"2023-04-28",Organic Search,mobile,1278
Gros Tracteur Passion,"2023-04-28",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-04-28",Organic Search,tablet,79
Gros Tracteur Passion,"2023-04-28",Referral,desktop,1
Gros Tracteur Passion,"2023-04-28",Social,desktop,5
Gros Tracteur Passion,"2023-04-28",Social,mobile,120
Gros Tracteur Passion,"2023-04-28",Social,tablet,2
Gros Tracteur Passion,"2023-04-29",Direct,desktop,55
Gros Tracteur Passion,"2023-04-29",Direct,mobile,159
Gros Tracteur Passion,"2023-04-29",Direct,tablet,6
Gros Tracteur Passion,"2023-04-29",Email,desktop,9
Gros Tracteur Passion,"2023-04-29",Email,mobile,15
Gros Tracteur Passion,"2023-04-29",Organic Search,desktop,488
Gros Tracteur Passion,"2023-04-29",Organic Search,mobile,1364
Gros Tracteur Passion,"2023-04-29",Organic Search,smart tv,1
Gros Tracteur Passion,"2023-04-29",Organic Search,tablet,66
Gros Tracteur Passion,"2023-04-29",Referral,desktop,2
Gros Tracteur Passion,"2023-04-29",Social,desktop,1
Gros Tracteur Passion,"2023-04-29",Social,mobile,47
Gros Tracteur Passion,"2023-04-29",Social,tablet,1
Gros Tracteur Passion,"2023-04-30",Direct,desktop,63
Gros Tracteur Passion,"2023-04-30",Direct,mobile,125
